epoch,accuracy,loss,val_accuracy,val_loss
0,0.5435805916786194,0.6984314322471619,0.5627602338790894,0.6802669763565063
1,0.7198116779327393,0.5530504584312439,0.7941701412200928,0.4745512008666992
2,0.8180429935455322,0.3998092710971832,0.8542534112930298,0.3325335383415222
3,0.859015166759491,0.31923720240592957,0.8935157656669617,0.27143028378486633
4,0.8876447677612305,0.2703503668308258,0.9030339121818542,0.2258596122264862
5,0.9110574126243591,0.2201177179813385,0.9327781200408936,0.17800594866275787
6,0.9180557131767273,0.20026014745235443,0.9351576566696167,0.16433191299438477
7,0.9328159093856812,0.17222754657268524,0.9494348764419556,0.13096830248832703
8,0.9408321380615234,0.1545819640159607,0.9494348764419556,0.12438561022281647
9,0.948975682258606,0.12844443321228027,0.9595478773117065,0.1124318391084671
10,0.9601730704307556,0.11504454910755157,0.9553837180137634,0.11500721424818039
11,0.9567375183105469,0.11549337953329086,0.9571683406829834,0.11460317671298981
12,0.9583916664123535,0.10944625735282898,0.9613325595855713,0.1096159964799881
13,0.9630996584892273,0.10378897935152054,0.958358108997345,0.10924755036830902
14,0.9653900265693665,0.09875643253326416,0.958358108997345,0.10893881320953369
