epoch,accuracy,loss,val_accuracy,val_loss
0,0.5190227627754211,2.7708842754364014,0.5490779280662537,0.6908031702041626
1,0.6208168864250183,0.6606557965278625,0.6835216879844666,0.6241297721862793
2,0.6829113364219666,0.6174194812774658,0.7061272859573364,0.5859612226486206
3,0.710268497467041,0.576248049736023,0.7186198830604553,0.5392327904701233
4,0.7159944176673889,0.5485748648643494,0.7209994196891785,0.5356532335281372
5,0.7201933860778809,0.5407128930091858,0.7162403464317322,0.5338187217712402
6,0.7255375981330872,0.5374034643173218,0.7299226522445679,0.515458881855011
7,0.7273190021514893,0.5216808915138245,0.7495538592338562,0.49592041969299316
8,0.7331721782684326,0.5218895673751831,0.7447947859764099,0.5006129145622253
9,0.7348263263702393,0.5127592086791992,0.7465794086456299,0.49880319833755493
10,0.7368621826171875,0.5123797655105591,0.7501487135887146,0.4915098547935486
11,0.7385163307189941,0.5035817623138428,0.7340868711471558,0.5021102428436279
12,0.7345718145370483,0.5019513368606567,0.748958945274353,0.45649978518486023
13,0.7446240186691284,0.49540936946868896,0.7465794086456299,0.47341299057006836
14,0.7461509108543396,0.49136340618133545,0.7560975551605225,0.4693005383014679
15,0.7498409748077393,0.4786522686481476,0.7650208473205566,0.44362303614616394
16,0.7732536196708679,0.4477379322052002,0.8024985194206238,0.4315826892852783
17,0.809008777141571,0.4043388068675995,0.8364068865776062,0.3696088492870331
18,0.8259320259094238,0.38273799419403076,0.8869720697402954,0.26694849133491516
19,0.8518895506858826,0.33454039692878723,0.8947055339813232,0.2819751501083374
