epoch,accuracy,loss,val_accuracy,val_loss
0,0.6451202630996704,1.3307398557662964,0.6728137731552124,0.5956087708473206
1,0.7302455902099609,0.533419668674469,0.7394407987594604,0.4992322623729706
2,0.7615472674369812,0.47602277994155884,0.8197501301765442,0.4293203055858612
3,0.8181702494621277,0.3924697935581207,0.8732897043228149,0.29897093772888184
4,0.859015166759491,0.3183172941207886,0.7911956906318665,0.39721548557281494
5,0.8912075161933899,0.2489432841539383,0.8923259973526001,0.2462577223777771
6,0.9124570488929749,0.21785441040992737,0.9089827537536621,0.2103976011276245
7,0.9321796894073486,0.1665225327014923,0.9292088150978088,0.15996533632278442
8,0.9497391581535339,0.12954682111740112,0.9107673764228821,0.20735271275043488
9,0.9538109302520752,0.11303205788135529,0.9446758031845093,0.15230916440486908
10,0.9717521071434021,0.07818277180194855,0.939916729927063,0.1442217230796814
11,0.9740424752235413,0.06742218136787415,0.9095776081085205,0.2534783184528351
12,0.9732790589332581,0.06902564316987991,0.9345627427101135,0.17303556203842163
13,0.9804046154022217,0.052263692021369934,0.9518144130706787,0.14629149436950684
14,0.9811680912971497,0.046511974185705185,0.9357525110244751,0.21240775287151337
15,0.9821860194206238,0.04786391928792,0.9488399624824524,0.1498500257730484
