epoch,accuracy,loss,val_accuracy,val_loss
0,0.5252576470375061,5.439825292435349e+26,0.5348007082939148,0.6911346316337585
1,0.5349280834197998,0.6912156343460083,0.5348007082939148,0.6907542943954468
2,0.5349280834197998,0.69089275598526,0.5348007082939148,0.6908201575279236
3,0.5349280834197998,0.6909768581390381,0.5348007082939148,0.690761387348175
4,0.5349280834197998,0.6910417675971985,0.5348007082939148,0.6909099817276001
5,0.5349280834197998,0.690887987613678,0.5348007082939148,0.690781831741333
6,0.5349280834197998,0.6909812688827515,0.5348007082939148,0.6907349824905396
7,0.5349280834197998,0.6909117102622986,0.5348007082939148,0.6907541155815125
8,0.5349280834197998,0.6908435225486755,0.5348007082939148,0.6913280487060547
9,0.5349280834197998,0.6909403204917908,0.5348007082939148,0.690742015838623
10,0.5349280834197998,0.6909849643707275,0.5348007082939148,0.690724790096283
11,0.5349280834197998,0.6910071969032288,0.5348007082939148,0.6908724308013916
12,0.5349280834197998,0.6909502744674683,0.5348007082939148,0.690849244594574
13,0.5349280834197998,0.6910300850868225,0.5348007082939148,0.6907232999801636
14,0.5349280834197998,0.6910449266433716,0.5348007082939148,0.6907909512519836
15,0.5349280834197998,0.6909037232398987,0.5348007082939148,0.6911933422088623
16,0.5349280834197998,0.6910873651504517,0.5348007082939148,0.6907255053520203
17,0.5349280834197998,0.6908760666847229,0.5348007082939148,0.6907265782356262
18,0.5349280834197998,0.6907365918159485,0.5348007082939148,0.6909870505332947
