epoch,accuracy,loss,val_accuracy,val_loss
0,0.5980404615402222,0.6539419889450073,0.7685901522636414,0.5438742637634277
1,0.7610383033752441,0.48285236954689026,0.8506841063499451,0.36597445607185364
2,0.8487085103988647,0.33964189887046814,0.9012492299079895,0.2544509768486023
3,0.9046952724456787,0.22614774107933044,0.8958953022956848,0.24198928475379944
4,0.9240361452102661,0.17968928813934326,0.9298036694526672,0.183916836977005
5,0.9483394622802734,0.13045857846736908,0.9214752912521362,0.20464877784252167
6,0.9596641063690186,0.10711292922496796,0.939916729927063,0.16435912251472473
7,0.9722611308097839,0.07471059262752533,0.9434860348701477,0.1402692049741745
8,0.9807863831520081,0.04896872863173485,0.9541939496994019,0.13069337606430054
9,0.9781142473220825,0.05519220605492592,0.9524092674255371,0.15175524353981018
10,0.9889298677444458,0.034017302095890045,0.948245108127594,0.13965442776679993
11,0.9965644478797913,0.012715235352516174,0.9637120962142944,0.1339942216873169
12,0.9994910359382629,0.003256527241319418,0.9672814011573792,0.12938424944877625
13,0.9998727440834045,0.0019529435085132718,0.966686487197876,0.13049429655075073
14,0.9997454881668091,0.0012946416391059756,0.9690660238265991,0.14843428134918213
