epoch,accuracy,loss,val_accuracy,val_loss
0,0.6196717023849487,0.7861947417259216,0.6692444682121277,0.6079508066177368
1,0.7280824780464172,0.5421528220176697,0.5716835260391235,0.8697710037231445
2,0.8045552968978882,0.4354957938194275,0.8506841063499451,0.3759043514728546
3,0.8774653077125549,0.306345134973526,0.8822129964828491,0.29954686760902405
4,0.9025321006774902,0.24565301835536957,0.8917310833930969,0.26384618878364563
5,0.9239088892936707,0.1986108273267746,0.8917310833930969,0.2623043358325958
6,0.9340882897377014,0.16885504126548767,0.9077929854393005,0.22570690512657166
7,0.9400687217712402,0.150143563747406,0.9101725220680237,0.23350229859352112
8,0.9572464823722839,0.12098893523216248,0.9196906685829163,0.21055638790130615
9,0.9611909985542297,0.10550543665885925,0.9018441438674927,0.24149227142333984
10,0.9615727066993713,0.10517768561840057,0.9262343645095825,0.19882862269878387
11,0.9716249108314514,0.08066809177398682,0.9143366813659668,0.2152714729309082
12,0.9721338748931885,0.07662305980920792,0.9309934377670288,0.1739640235900879
13,0.9784960150718689,0.06337827444076538,0.9309934377670288,0.19266726076602936
14,0.9891843795776367,0.04254511743783951,0.9321832060813904,0.1745024174451828
15,0.9890571236610413,0.04248145967721939,0.9357525110244751,0.1790110468864441
16,0.9914747476577759,0.034571561962366104,0.9351576566696167,0.18396273255348206
17,0.9926199316978455,0.029340146109461784,0.9339678883552551,0.1963413506746292
